name,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type,Other_desigs,One_opposition_object_flag,Arc_length,NEO_flag,One_km_NEO_flag,PHA_flag,predicted_class,predicted_prob_mean,predicted_prob_std,predictive_entropy,variation_ratio,prob_mean_c0,prob_std_c0,prob_mean_c1,prob_std_c1
81,6.81,0.15,123.0,0.73,3,1999-2019,M-v,3Ek,(66452),,1999 OF4,2460800.5,117.32739,88.15348,134.40568,2.66,0.0614541,0.00326299,45.0185882,MPO692743,17,Pan,000A,2019-11-26,2424842.49025,302.0562364,42.2520114,47.785165,22.4242854,1.0033216,Distant Object,['2004 QF29'],,,,,,1,0.9875783,0.01189012,0.0668543,0.0,0.012421629,0.01189012,0.9875783,0.01189012
82,5.86,0.15,270.0,0.63,2,1999-2023,M-v,3Ek,(66652),Borasisi,1999 RZ253,2460800.5,67.03232,199.9658,84.68853,0.56372,0.0853296,0.00339256,43.8649234,MPO776939,20,MPCLINUX,000A,2023-10-11,2441041.52579,290.5200184,40.121947,47.6078998,21.7727684,1.003454,Distant Object,,,,,,,1,0.9883846,0.01455796,0.063298754,0.0,0.011615271,0.014557955,0.9883846,0.01455796
83,8.58,0.15,33.0,0.24,4,1998-2018,M-v,3Ek,(69986),,1998 WW24,2460800.5,55.02429,147.87698,233.86284,13.90862,0.2278769,0.00393538,39.7324281,MPO692810,8,Pan,000A,2018-09-14,2446818.26485,250.4480527,30.6783256,48.7865306,18.8346036,1.0040089,Distant Object,,,,,,,1,0.99070716,0.0071710087,0.052726038,0.0,0.009292801,0.0071710055,0.99070716,0.0071710087
84,7.08,0.15,34.0,0.26,4,1998-2022,M-v,3El,(69987),,1998 WA25,2460800.5,72.88975,232.64241,136.28546,1.04779,0.0230199,0.00351739,42.8208842,MPO728356,10,MPCLINUX,000A,2022-11-28,2440077.28901,280.2098812,41.8351517,43.8066167,21.3990964,1.0035815,Distant Object,,,,,,,1,0.9882881,0.011933013,0.063727416,0.0,0.011711843,0.011933015,0.9882881,0.011933013
85,6.86,0.15,29.0,0.37,4,1998-2023,M-v,3Ek,(69988),,1998 WA31,2460800.5,50.3502,310.68513,20.65445,9.44593,0.4294281,0.00237358,55.6588092,MPO776979,6,MPCLINUX,000A,2023-11-17,2439587.0178,415.2416096,31.7573525,79.5602659,22.697426,1.0024141,Distant Object,,,,,,,1,0.9762552,0.026537865,0.11227559,0.0,0.023744829,0.026537871,0.9762552,0.026537865
86,8.18,0.15,31.0,0.2,4,1998-2017,M-v,3Ek,(69990),,1998 WU31,2460800.5,57.93586,143.59325,237.04799,6.56403,0.189297,0.00396605,39.5272787,MPO692810,6,Pan,000A,2017-12-26,2446192.36586,248.5108609,32.0448834,47.009674,19.0554419,1.0040402,Distant Object,,,,,,,1,0.99101985,0.0072511523,0.051260717,0.0,0.008980124,0.0072511523,0.99101985,0.0072511523
87,8.59,0.15,252.0,0.73,1,2001-2020,M-v,3Ek,(73480),,2002 PN34,2460800.5,48.79082,358.81402,299.25513,16.61585,0.567747,0.00568908,31.0771763,MPO692876,19,Pan,000A,2020-02-05,2452224.15618,173.2456454,13.4332027,48.7211499,10.5299316,1.0058057,Distant Object,,,,,,,1,0.993551,0.0051904367,0.038955607,0.0,0.00644895,0.0051904405,0.993551,0.0051904367
88,7.29,0.15,93.0,0.18,4,2000-2020,M-v,3Ek,(76803),,2000 PK30,2460800.5,77.63352,127.72432,127.43174,33.76262,0.1203351,0.00409864,38.6701638,MPO692939,15,Pan,000A,2020-06-28,2441859.0273,240.4717243,34.0167858,43.3235418,19.0550995,1.0041759,Distant Object,,,,,,,1,0.9906856,0.006308984,0.052827097,0.0,0.00931447,0.0063089817,0.9906856,0.006308984
89,4.86,0.15,105.0,0.85,2,1989-2025,M-v,3Ek,(78799),,2002 XW93,2460800.5,153.52481,248.54643,46.70016,14.33072,0.2439338,0.00426071,37.6831984,MPO902024,16,MPCLINUX,000A,2025-02-25,2424767.73308,231.3245017,28.4909926,46.8754042,17.7204544,1.0043417,Distant Object,,,,,,,1,0.99210393,0.0063171536,0.046092667,0.0,0.007896044,0.006317154,0.99210393,0.0063171536
90,5.26,0.15,525.0,0.81,2,1997-2025,M-v,3Ek,(79360),Sila-Nunam,1997 CS29,2460800.5,351.5487,214.06136,304.26998,2.23944,0.0126922,0.00337983,43.9749949,MPO914929,28,MPCLINUX,000A,2025-04-02,2463301.03258,291.6142193,43.4168555,44.5331343,21.9839554,1.003441,Distant Object,,,,,,,1,0.9863771,0.011915533,0.07205372,0.0,0.0136229135,0.01191553,0.9863771,0.011915533
91,7.74,0.15,182.0,0.84,2,1999-2020,M-v,3Ek,(79969),,1999 CP133,2460800.5,69.48805,155.38931,334.17873,3.17642,0.0841695,0.00480051,34.8025339,MPO692998,15,Pan,000A,2020-06-17,2446325.33075,205.3129286,31.873222,37.7318458,17.2779876,1.0048945,Distant Object,,,,,,,1,0.99172944,0.0061199586,0.047893897,0.0,0.008270522,0.0061199605,0.99172944,0.0061199586
92,5.74,0.15,189.0,0.86,2,1999-2025,M-v,3Ek,(79978),,1999 CC158,2460800.5,51.16293,101.55611,336.98912,18.73633,0.2789895,0.00247856,54.0758837,MPO914935,19,MPCLINUX,000A,2025-04-02,2440157.80079,397.6540757,38.9892799,69.1624875,24.9334398,1.0025211,Distant Object,,,,,,,1,0.9798527,0.017093735,0.09861182,0.0,0.020147288,0.01709374,0.9798527,0.017093735
93,6.08,0.15,198.0,0.44,2,1999-2024,M-v,3Ek,(79983),,1999 DF9,2460800.5,30.54668,175.86006,334.82589,9.8146,0.142897,0.00312621,46.322322,E2024-D99,17,MPCLINUX,000A,2024-02-15,2451029.31454,315.272058,39.7030012,52.9416428,22.6882205,1.003182,Distant Object,,,,,,,1,0.9876772,0.009996367,0.066421025,0.0,0.012322715,0.009996368,0.9876772,0.009996367
94,6.69,0.15,125.0,0.69,2,2000-2023,M-v,3Ek,(80806),,2000 CM105,2460800.5,107.65252,6.95135,45.55204,3.75999,0.0686494,0.00359369,42.2126297,E2023-FA2,16,MPCLINUX,000A,2023-03-18,2430843.76581,274.2607202,39.314758,45.1105014,21.0068463,1.0036595,Distant Object,,,,,,,1,0.9893562,0.008267008,0.05893937,0.0,0.010643806,0.00826701,0.9893562,0.008267008
95,4.65,0.15,416.0,0.85,1,2000-2025,M-v,3Ek,(82075),,2000 YW134,2460800.5,37.59425,316.30049,126.91772,19.78222,0.29332,0.00222333,58.1389003,MPO914954,23,MPCLINUX,000A,2025-04-01,2443891.28847,443.3025395,41.0855981,75.1922025,26.5684128,1.0022609,Distant Object,['2001 XG201'],,,,,,1,0.9736318,0.023946628,0.12188143,0.0,0.026368136,0.023946626,0.9736318,0.023946628
96,6.16,0.15,278.0,0.66,1,2000-2025,M-v,3Ek,(82155),,2001 FZ173,2460800.5,6.76131,198.99402,2.42335,12.72533,0.6163722,0.00127183,84.36888,E2025-M81,22,MPCORBFIT,000A,2025-06-21,2455484.16882,774.9495418,32.3662478,136.3715122,26.1579516,1.0012921,Distant Object,,,,,,,1,0.7318026,0.21280295,0.5814577,0.0,0.26819742,0.21280295,0.7318026,0.21280295
97,7.06,0.15,156.0,0.53,3,2001-2021,M-v,3Ek,(82157),,2001 FM185,2460800.5,297.56137,115.67685,150.75874,5.36868,0.0564681,0.00412913,38.479579,MPO841810,16,MPCLINUX,000A,2021-05-08,2475922.10761,238.6961794,36.3067103,40.6524477,19.1784406,1.0042071,Distant Object,,,,,,,1,0.99103487,0.0072366316,0.05119008,0.0,0.00896511,0.0072366316,0.99103487,0.0072366316
98,6.16,0.15,222.0,0.67,1,1999-2025,M-v,3Ek,(82158),,2001 FP185,2460800.5,2.51155,6.58679,179.3844,30.8146,0.838519,0.00031988,211.745316,E2025-N01,22,MPCLINUX,000A,2025-06-29,2452946.99781,3081.2058814,34.1928454,389.2977866,31.4320979,1.0003247,Distant Object,,,,,,,0,0.99660826,0.015253051,0.02267284,0.0,0.99660826,0.015253051,0.003391745,0.015253051
100,3.92,0.15,519.0,0.76,2,2000-2025,M-v,3Ek,(84522),,2002 TC302,2460800.5,331.35497,85.9191,23.8043,34.9901,0.299435,0.00236046,55.8647605,MPO888361,23,MPCLINUX,000A,2025-01-04,2472936.16768,417.5484846,39.1368959,72.5926251,25.4279262,1.0024007,Distant Object,,,,,,,1,0.9761391,0.026123198,0.11270654,0.0,0.023860864,0.026123194,0.9761391,0.026123198
101,5.19,0.15,283.0,0.76,1,1983-2024,M-v,3Ek,(84719),,2002 VR128,2460800.5,85.04442,289.77725,23.01679,13.99421,0.2623019,0.00394205,39.6876107,MPO888363,24,MPCLINUX,000A,2024-12-23,2439226.57306,250.0244215,29.277475,50.0977464,18.4785062,1.0040157,Distant Object,,,,,,,1,0.99218404,0.0063442662,0.045705013,0.0,0.007815926,0.0063442676,0.99218404,0.0063442662
102,3.99,0.15,323.0,0.7,1,1991-2024,M-v,3Ek,(84922),,2003 VS2,2460800.5,28.36625,114.70544,302.76866,14.76595,0.0819576,0.00393778,39.7162811,MPO888366,24,MPCLINUX,000A,2024-12-29,2453596.73892,250.2953975,36.46123,42.9713322,19.7247525,1.0040113,Distant Object,,,,,,,1,0.99098414,0.0064237565,0.051428746,0.0,0.009015871,0.0064237546,0.99098414,0.0064237565
103,7.25,0.15,54.0,0.13,5,1998-2018,M-v,3Ek,(85627),,1998 HP151,2460800.5,323.22572,253.68259,55.97887,1.51642,0.0845074,0.00340253,43.7792544,MPO693105,12,Pan,000A,2018-07-12,2471608.51763,289.6693477,40.0795834,47.4789254,21.7333024,1.0034642,Distant Object,,,,,,,1,0.98737615,0.0111562805,0.06773721,0.0,0.012623788,0.011156279,0.98737615,0.0111562805
104,6.73,0.15,127.0,0.8,3,1998-2024,M-v,3Ek,(85633),,1998 KR65,2460800.5,268.15198,330.01063,101.96418,1.19116,0.0339375,0.00342925,43.5515424,E2024-TO9,16,MPCLINUX,000A,2024-10-01,2487584.59542,287.4122738,42.0735119,45.0295729,21.7506909,1.0034915,Distant Object,,,,,,,1,0.9870147,0.01096683,0.069307834,0.0,0.012985269,0.010966826,0.9870147,0.01096683
105,6.79,0.15,105.0,0.72,2,1999-2020,M-v,3Ek,(86047),,1999 OY3,2460800.5,72.92341,305.19904,301.89682,24.2602,0.1678408,0.00339305,43.8607302,MPO693113,15,Pan,000A,2020-06-27,2439308.18936,290.4783616,36.4991102,51.2223502,21.312575,1.0034545,Distant Object,,,,,,,1,0.9869273,0.008509573,0.06968622,0.0,0.013072704,0.008509572,0.9869273,0.008509573
106,6.99,0.15,138.0,0.79,3,1999-2021,M-v,3Ek,(86177),,1999 RY215,2460800.5,357.31845,51.56062,326.64478,22.17997,0.2417417,0.00320808,45.5308214,MPO693116,17,Pan,000A,2021-10-06,2461636.39464,307.2261849,34.5241232,56.5375196,21.4350217,1.0032656,Distant Object,,,,,,,1,0.9886305,0.0085123945,0.06220384,0.0,0.011369494,0.008512393,0.9886305,0.0085123945
107,9.1,0.15,93.0,0.42,1,2000-2024,M-v,3Ek,(87269),,2000 OO67,2460800.5,0.44753,212.76079,142.35634,20.05795,0.967264,6.133e-05,636.8525121,MPO888392,16,MPCLINUX,000A,2024-12-31,2453499.84747,16071.5698211,20.8480038,1252.8570204,20.5067637,1.0000622,Distant Object,,,,,,,0,1.0,5.9305872e-08,1.2077294e-07,0.0,1.0,5.9305872e-08,6.401418e-09,6.369317e-08
108,8.6,0.15,85.0,0.22,3,2000-2019,M-v,3Ek,(87555),,2000 QB243,2460800.5,57.68644,284.68586,330.19578,6.78242,0.5607108,0.00477001,34.9507631,MPO693142,13,Pan,000A,2019-08-31,2448706.90671,206.626012,15.3534928,54.5480334,11.981181,1.0048632,Distant Object,,,,,,,1,0.99297065,0.005453763,0.041853353,0.0,0.0070292563,0.005453762,0.99297065,0.005453763
109,6.68,0.15,33.0,0.23,4,2001-2017,M-v,3Ek,(88267),,2001 KE76,2460800.5,126.77216,26.02751,113.16974,0.49575,0.0266022,0.0035226,42.7786265,MPO915012,6,MPCLINUX,000A,2017-04-26,2424812.26404,279.7951968,41.6406209,43.9166321,21.3741765,1.0035869,Distant Object,,,,,,,1,0.9859812,0.015725976,0.073743425,0.0,0.01401885,0.015725978,0.9859812,0.015725976
110,6.3,0.15,41.0,0.35,4,2001-2004,M-v,3Ek,(88268),,2001 KK76,2460800.5,308.43251,245.53466,86.97714,1.88952,0.0149867,0.00358118,42.3108787,MPO693155,4,Pan,000A,2004-05-28,2475200.40226,275.2187811,41.6767783,42.9449791,21.1506878,1.0036467,Distant Object,,,,,,,1,0.9901945,0.0112423515,0.05510599,0.0,0.009805536,0.011242347,0.9901945,0.0112423515
112,5.98,0.15,183.0,1.03,2,2000-2020,M-v,3Ek,(88611),Teharonhiawako,2001 QT297,2460800.5,174.18818,232.53288,304.8442,2.5831,0.0250624,0.00336361,44.1163078,MPO693161,18,Pan,000A,2020-09-21,2409014.26501,293.020994,43.0106472,45.2219684,22.0442986,1.0034244,Distant Object,,,,,,,1,0.9860047,0.016486675,0.07364342,0.0,0.013995336,0.01648668,0.9860047,0.016486675
113,1.49,0.15,568.0,0.74,5,1990-2024,M-v,3Ek,(90377),Sedna,2003 VB12,2460800.5,358.60498,310.93869,144.44087,11.92676,0.861824,7.601e-05,551.9180231,MPO888427,25,MPCLINUX,000A,2024-12-27,2479156.02632,12966.1745731,76.2618248,1027.5742214,70.9930478,1.0000771,Distant Object,,,,,,,0,1.0,0.0,8.4366575e-10,0.0,1.0,0.0,3.5086815e-11,3.3796807e-10
114,2.14,0.15,1541.0,0.72,1,1951-2025,M-v,3Ek,(90482),Orcus,2004 DW,2460800.5,187.21755,73.79695,268.38608,20.55554,0.2231412,0.00400215,39.2892348,E2025-MB4,31,MPCLINUX,000A,2025-06-25,2503973.4467,246.2693453,30.5221878,48.0562818,18.6664727,1.0040772,Distant Object,,,,,,,1,0.9915697,0.006292922,0.04865708,0.0,0.008430287,0.0062929285,0.9915697,0.006292922
115,3.96,0.15,362.0,0.56,1,1954-2025,M-v,3Ek,(90568),,2004 GV9,2460800.5,50.8631,289.4522,250.57343,22.04346,0.0750396,0.00365064,41.772451,E2025-M81,24,MPCORBFIT,000A,2025-06-22,2446867.69443,269.982079,38.637863,44.907039,20.7686164,1.0037177,Distant Object,,,,,,,1,0.98875666,0.009247974,0.06163989,0.0,0.011243372,0.009247985,0.98875666,0.009247974
116,7.62,0.15,31.0,0.11,5,1998-2001,M-v,3Ek,(91133),,1998 HK151,2460800.5,39.2384,180.28127,50.33012,5.94793,0.2252879,0.00401659,39.195003,MPO693209,4,Pan,000A,2001-07-19,2451031.19837,245.3838935,30.3648431,48.0251629,18.6028374,1.0040919,Distant Object,,,,,,,1,0.991231,0.0071111294,0.05026485,0.0,0.008768941,0.00711113,0.991231,0.0071111294
117,8.25,0.15,27.0,0.24,4,1998-2022,M-v,3El,(91205),,1998 US43,2460800.5,70.34455,143.73292,223.73462,10.58704,0.1340857,0.00396299,39.5476269,MPO728575,7,MPCLINUX,000A,2022-12-26,2443049.72405,248.7027815,34.2448557,44.8503981,19.4183006,1.0040371,Distant Object,,,,,,,1,0.99102616,0.0062908023,0.051231172,0.0,0.008973853,0.0062908074,0.99102616,0.0062908023
118,7.49,0.15,112.0,1.08,1,1999-2024,M-v,3Ek,(91554),,1999 RZ215,2460800.5,9.16421,336.03209,341.66153,25.50587,0.6972678,0.00094868,102.5781973,MPO888439,15,MPCLINUX,000A,2024-11-01,2451139.72623,1038.9211649,31.0537233,174.1026713,26.3532423,1.0009635,Distant Object,,,,,,,0,0.6147342,0.2771076,0.6665833,0.0,0.6147342,0.2771076,0.38526577,0.2771076
119,7.27,0.15,25.0,0.28,4,1994-2006,M-v,3Ek,(95625),,2002 GX32,2460800.5,26.87291,185.33367,28.2521,13.95131,0.3728665,0.00257459,52.7226156,MPO693294,5,Pan,000A,2006-04-25,2450362.39163,382.8207075,33.0641185,72.3811127,22.6963103,1.002619,Distant Object,['1994 JV'],,,,,,1,0.9832989,0.013735241,0.084906474,0.0,0.016701112,0.013735239,0.9832989,0.013735241
121,7.17,0.15,94.0,0.27,3,1996-2020,M-v,3Ek,(118228),,1996 TQ66,2460800.5,36.13161,21.91053,10.68044,14.65615,0.1268253,0.00393894,39.7084872,MPO693720,15,Pan,000A,2020-12-09,2451627.47961,250.2217244,34.6724464,44.744528,19.5348949,1.0040125,Distant Object,,,,,,,1,0.99070746,0.0069969175,0.052724384,0.0,0.009292431,0.0069969175,0.99070746,0.0069969175
122,7.26,0.15,54.0,0.27,4,1999-2020,M-v,3Ek,(118378),,1999 HT11,2460800.5,332.36719,189.71335,87.86924,5.06283,0.1093449,0.00343235,43.5253064,MPO693723,14,Pan,000A,2020-01-26,2468851.31432,287.1526018,38.7660361,48.2845767,21.5024522,1.0034946,Distant Object,,,,,,,1,0.98739815,0.011115176,0.0676417,0.0,0.012601911,0.011115179,0.98739815,0.011115176
123,7.58,0.15,15.0,0.4,4,1999-2005,M-v,3Ek,(118379),,1999 HC12,2460800.5,75.6133,94.19019,57.07077,15.38482,0.2343314,0.00325612,45.0819095,MPO693723,4,Pan,000A,2005-04-14,2437578.45522,302.6937503,34.5178025,55.6460165,21.3032038,1.0033146,Distant Object,,,,,,,1,0.987905,0.008895578,0.065420166,0.0,0.012094899,0.00889558,0.987905,0.008895578
124,8.26,0.15,55.0,0.27,5,2000-2023,M-v,3Ek,(118698),,2000 OY51,2460800.5,338.31969,82.63503,285.12423,11.22347,0.2340401,0.0034129,43.6905299,E2023-Q78,11,MPCLINUX,000A,2023-08-14,2467152.95978,288.7892136,33.4651939,53.9158659,20.6486956,1.0034748,Distant Object,,,,,,,1,0.9892298,0.008716343,0.059511293,0.0,0.0107701495,0.008716348,0.9892298,0.008716343
125,6.62,0.15,24.0,0.4,3,2000-2024,M-v,3Ek,(118702),,2000 OM67,2460800.5,13.17173,349.18506,327.14337,23.36695,0.6033213,0.00099844,99.1411756,MPO888724,6,Veres,000A,2024-11-01,2447607.66146,987.1453329,39.3271927,158.9551585,31.5270628,1.001014,Distant Object,,,,,,,0,0.5923915,0.28431758,0.6759763,0.0,0.5923915,0.28431758,0.40760854,0.28431758
126,6.52,0.15,27.0,0.3,4,2001-2005,M-v,3Ek,(119066),,2001 KJ76,2460800.5,318.12332,274.48941,47.75981,6.74578,0.077018,0.00343838,43.4743813,MPO693736,4,Pan,000A,2005-06-07,2472979.97241,286.6487915,40.1260714,46.8226912,21.6082506,1.0035008,Distant Object,,,,,,,1,0.9884723,0.010246568,0.062909,0.0,0.011527652,0.010246568,0.9884723,0.010246568
127,6.33,0.15,24.0,0.24,5,2001-2007,M-v,3Ek,(119067),,2001 KP76,2460800.5,305.77211,305.18747,42.90185,7.21606,0.1888902,0.00345063,43.3714373,MPO693736,6,Pan,000A,2007-05-08,2476515.99586,285.631251,35.1789978,51.5638768,20.9119829,1.0035133,Distant Object,,,,,,,1,0.9898848,0.009913803,0.056530192,0.0,0.0101151895,0.009913806,0.9898848,0.009913803
128,6.54,0.15,21.0,0.44,4,2001-2005,M-v,3Ek,(119068),,2001 KC77,2460800.5,21.92889,179.70002,57.92535,12.92488,0.35344,0.0024327,54.7533768,MPO693736,4,Pan,000A,2005-05-11,2451786.28123,405.1504847,35.4013433,74.1054103,23.956797,1.0024743,Distant Object,,,,,,,1,0.97544146,0.026202405,0.11528538,0.0,0.02455849,0.02620241,0.97544146,0.026202405
129,7.42,0.15,34.0,0.32,4,2001-2019,M-v,3Ek,(119069),,2001 KN77,2460800.5,330.33643,281.1557,45.41908,2.36255,0.2389953,0.00404941,38.9829557,MPO915253,10,MPCLINUX,000A,2019-05-02,2468125.92352,243.395277,29.6662125,48.2996989,18.3781489,1.0041255,Distant Object,,,,,,,1,0.9902734,0.008924894,0.054741368,0.0,0.00972659,0.008924893,0.9902734,0.008924894
130,7.04,0.15,29.0,0.23,4,2001-2005,M-v,3Ek,(119070),,2001 KP77,2460800.5,29.96422,217.61259,22.06908,3.31712,0.1714682,0.0034402,43.4590309,MPO693736,4,Pan,000A,2005-05-11,2452090.47733,286.4969854,36.0071891,50.9108727,21.0906385,1.0035027,Distant Object,,,,,,,1,0.985474,0.015597162,0.07589143,0.0,0.014526027,0.015597161,0.985474,0.015597162
132,8.14,0.15,97.0,0.95,3,2001-2020,M-v,3Ek,(119473),,2001 UO18,2460800.5,355.96534,47.3056,36.33841,3.66825,0.2926044,0.00389519,40.0052726,MPO693744,13,Pan,000A,2020-01-22,2461836.32963,253.0322347,28.2995538,51.7109914,18.2900639,1.0039677,Distant Object,,,,,,,1,0.9900079,0.008779088,0.05596541,0.0,0.009992144,0.008779083,0.9900079,0.008779088
133,6.14,0.15,274.0,0.79,1,2002-2025,M-v,3Ek,(119878),,2002 CY224,2460800.5,31.25709,151.29237,316.98082,15.71685,0.348485,0.00248308,54.0101256,MPO902428,20,MPCLINUX,000A,2025-03-02,2448212.06263,396.9289551,35.188407,72.8318442,23.7255195,1.0025257,Distant Object,,,,,,,1,0.9843711,0.014359277,0.08050082,0.0,0.015628852,0.014359281,0.9843711,0.014359277
134,4.71,0.15,190.0,0.66,1,1984-2023,M-v,3Ek,(119951),,2002 KX14,2460800.5,268.32378,78.92507,286.68269,0.40626,0.0454888,0.0041059,38.6245791,MPO915261,21,MPCLINUX,000A,2023-05-19,2483128.42323,240.0466446,36.8675933,40.3815649,19.272328,1.0041833,Distant Object,,,,,,,1,0.9891194,0.011829211,0.06000983,0.0,0.0108805755,0.011829211,0.9891194,0.011829211
135,6.42,0.15,122.0,1.09,2,2000-2020,M-v,3Ek,(119956),,2002 PA149,2460800.5,95.74757,154.04469,105.67911,4.0493,0.1705661,0.00340676,43.7430167,MPO888738,18,Veres,000A,2020-09-13,2432694.83469,289.3097671,36.2819409,51.2040925,21.2352051,1.0034685,Distant Object,,,,,,,1,0.9888523,0.009256327,0.061211314,0.0,0.011147737,0.009256325,0.9888523,0.009256327
137,4.66,0.15,201.0,0.65,3,2001-2024,M-v,3Ek,(119979),,2002 WC19,2460800.5,326.9109,43.19119,109.73813,9.16695,0.2654221,0.00294087,48.2487301,MPO888738,19,MPCLINUX,000A,2024-11-24,2472052.23422,335.1419798,35.4424508,61.0550094,22.4248303,1.0029927,Distant Object,,,,,,,1,0.987423,0.010940169,0.067533,0.0,0.012576976,0.010940168,0.987423,0.010940169
139,4.71,0.15,422.0,0.56,1,1989-2025,M-v,3Ek,(120132),,2003 FY128,2460800.5,39.47885,173.54519,341.7437,11.77698,0.2496701,0.00285589,49.2011748,E2025-M81,24,MPCORBFIT,000A,2025-06-22,2446976.40518,345.114502,36.9171126,61.485237,23.0671059,1.002906,Distant Object,,,,,,,1,0.9845595,0.01318828,0.0797194,0.0,0.015440519,0.013188281,0.9845595,0.01318828
140,4.01,0.15,589.0,0.74,1,1990-2024,M-v,3Ek,(120178),,2003 OP32,2460800.5,81.57439,69.49658,183.02573,27.1353,0.10327,0.00346726,43.2326698,MPO888741,23,MPCLINUX,000A,2024-12-21,2437273.04557,284.2615265,38.768032,47.6973076,21.3858033,1.0035303,Distant Object,,,,,,,1,0.9897173,0.008959351,0.05729649,0.0,0.010282678,0.008959344,0.9897173,0.008959351
141,7.34,0.15,284.0,0.79,1,2000-2024,M-v,3Ek,(120181),,2003 UR292,2460800.5,23.93716,249.58024,146.445,2.71893,0.1779322,0.00529456,32.6023741,MPO888741,24,MPCLINUX,000A,2024-12-07,2456279.36297,186.1546289,26.801362,38.4033862,15.7850936,1.0054009,Distant Object,,,,,,,1,0.99323153,0.0064130095,0.04055768,0.0,0.006768574,0.006413011,0.99323153,0.0064130095
142,6.58,0.15,233.0,0.85,1,2001-2023,M-v,3Ek,(120216),,2004 EW95,2460800.5,10.57902,204.28464,25.78302,29.30824,0.3117742,0.00402087,39.1671946,E2024-V28,19,Pan,000A,2023-06-17,2458169.42658,245.1227942,26.9558738,51.3785154,17.6800099,1.0040963,Distant Object,,,,,,,1,0.9916787,0.006693491,0.048136793,0.0,0.008321311,0.0066934903,0.9916787,0.006693491
143,4.16,0.15,439.0,0.74,1,1982-2025,M-v,3Ek,(120347),Salacia,2004 SB60,2460800.5,132.09212,310.11816,280.25298,23.92716,0.1023366,0.00359842,42.175602,E2025-N99,27,MPCLINUX,000A,2025-07-12,2424091.92952,273.8999389,37.8594943,46.4917097,20.8669531,1.0036643,Distant Object,,,,,,,1,0.98792213,0.009018204,0.06534493,0.0,0.01207782,0.009018199,0.98792213,0.009018204
144,4.32,0.15,454.0,0.72,2,1983-2025,M-v,3Ek,(120348),,2004 TY364,2460800.5,286.82054,352.63966,140.5465,24.83235,0.0672467,0.00402721,39.1261084,MPO902433,22,MPCLINUX,000A,2025-01-19,2478971.80016,244.7371964,36.4950067,41.7572101,19.4745877,1.0041028,Distant Object,,,,,,,1,0.98981076,0.0070191007,0.056869127,0.0,0.010189188,0.007019097,0.98981076,0.0070191007
146,6.51,0.15,80.0,0.2,4,2000-2021,M-v,3Ek,(123509),,2000 WK183,2460800.5,344.3514,288.19349,185.51602,1.96917,0.0508894,0.00329723,44.706429,MPO693820,11,Pan,000A,2021-12-01,2465546.52693,298.9199988,42.4313457,46.9815123,22.2953257,1.0033566,Distant Object,,,,,,,1,0.98706007,0.011437531,0.06911125,0.0,0.012939892,0.011437521,0.98706007,0.011437531
147,5.54,0.15,522.0,0.76,1,2001-2025,M-v,3Ek,(126154),,2001 YH140,2460800.5,32.66454,355.19256,108.77888,11.06342,0.1442693,0.00355943,42.4830207,MPO915309,22,MPCLINUX,000A,2025-03-23,2451623.52073,276.9000816,36.354025,48.6120164,20.7993974,1.0036245,Distant Object,,,,,,,1,0.98998034,0.007910471,0.056091864,0.0,0.010019663,0.007910473,0.98998034,0.007910471
148,7.51,0.15,153.0,0.83,2,2001-2025,M-v,3Ek,(126155),,2001 YJ140,2460800.5,24.17793,129.58229,319.44656,5.96913,0.2973538,0.00394295,39.681567,MPO902480,19,MPCLINUX,000A,2025-01-22,2454668.48296,249.9673124,27.8821023,51.4810317,18.0864757,1.0040166,Distant Object,,,,,,,1,0.99203676,0.0070517305,0.046417225,0.0,0.007963261,0.007051736,0.99203676,0.0070517305
149,7.36,0.15,46.0,0.43,4,2002-2020,M-v,3Ek,(126619),,2002 CX154,2460800.5,18.6338,160.93061,346.95216,15.9778,0.4672576,0.00164186,71.1616278,MPO693879,11,Pan,000A,2020-04-22,2449450.88373,600.3006461,37.9108164,104.4124392,27.8124667,1.0016686,Distant Object,,,,,,,1,0.9220703,0.08201627,0.27368352,0.0,0.077929646,0.08201627,0.9220703,0.08201627
150,6.61,0.15,211.0,0.55,2,2001-2024,M-v,3Ek,(126719),,2002 CC249,2460800.5,5.63311,307.09047,248.1418,0.83991,0.1895662,0.00307194,46.8663509,E2024-J18,17,MPCLINUX,000A,2024-05-01,2458966.74565,320.8423656,37.9820749,55.7506269,22.5910962,1.0031265,Distant Object,,,,,,,1,0.9873286,0.011842514,0.06794478,0.0,0.012671444,0.011842517,0.9873286,0.011842514
151,8.06,0.15,96.0,0.3,2,2002-2024,M-v,3Ek,(127546),,2002 XU93,2460800.5,11.00907,27.92086,90.20566,77.94806,0.6852991,0.00181076,66.6645298,E2024-JU2,14,MPCLINUX,000A,2024-05-04,2454720.49227,544.304883,20.9793875,112.3496721,17.6782715,1.0018406,Distant Object,,,,,,,1,0.9773587,0.039567906,0.108147845,0.0,0.02264131,0.039567903,0.9773587,0.039567906
